carat,table,x,y,z,cut_Ideal,cut_Premium,color_E,color_I,clarity_SI2,clarity_VVS1,price
0.7,56.0,5.63,5.7,3.5,False,False,False,False,False,False,2810.0
0.7,60.0,5.77,5.84,3.48,False,False,False,False,False,False,2810.0
0.74,55.0,5.81,5.85,3.6,True,False,False,False,True,False,2810.0
0.7,61.0,5.57,5.61,3.51,False,False,False,False,False,False,2810.0
0.8,57.0,5.84,5.93,3.69,False,False,False,False,False,False,2810.0
0.75,58.0,5.72,5.76,3.64,False,False,False,False,False,False,2811.0
0.83,54.0,5.98,5.95,3.79,False,False,False,False,False,False,2811.0
1.0,59.0,6.14,6.07,4.01,False,False,False,False,False,False,2811.0
0.99,56.0,6.21,6.06,4.18,False,False,False,True,True,False,2811.0
0.7,60.0,5.57,5.64,3.53,False,False,False,False,False,False,2812.0
0.7,58.0,5.75,5.85,3.45,False,False,False,False,False,False,2812.0
0.7,59.0,5.49,5.53,3.5,False,False,True,False,False,False,2812.0
0.7,58.0,5.63,5.69,3.49,False,False,False,False,False,False,2812.0
0.32,58.0,4.37,4.34,2.73,False,True,False,True,False,False,554.0
0.32,58.0,4.39,4.34,2.74,False,True,False,True,False,False,554.0
0.32,57.0,4.37,4.35,2.72,True,False,False,True,False,False,554.0
0.32,59.0,4.39,4.36,2.67,False,True,False,True,False,False,554.0
0.32,56.0,4.39,4.36,2.76,False,False,False,True,False,False,554.0
0.32,57.0,4.47,4.42,2.7,True,False,False,True,False,False,554.0
0.3,59.0,4.31,4.29,2.62,False,True,False,False,False,False,554.0
0.3,55.0,4.41,4.38,2.64,False,True,False,False,False,False,554.0
0.3,58.0,4.28,4.24,2.68,False,True,False,False,False,False,554.0
0.3,56.0,4.29,4.27,2.71,False,False,False,False,False,False,554.0
0.3,55.0,4.26,4.2,2.7,False,False,False,False,False,False,554.0
0.3,57.0,4.27,4.22,2.67,True,False,False,False,False,False,554.0
0.3,60.0,4.25,4.23,2.69,False,False,False,False,False,False,554.0
0.32,55.0,4.36,4.34,2.78,False,False,False,True,False,False,554.0
0.33,56.0,4.85,4.79,2.95,True,False,False,False,True,False,554.0
0.29,55.0,4.28,4.33,2.66,False,False,True,False,False,False,555.0
0.29,55.0,4.2,5.71,2.63,False,False,True,False,False,False,555.0
0.31,58.0,4.32,4.35,2.68,False,False,False,False,False,False,555.0
0.34,56.0,4.47,4.5,2.76,True,False,False,False,False,False,555.0
0.34,57.0,4.54,4.57,2.75,True,False,False,False,False,False,555.0
0.34,55.0,4.48,4.52,2.78,True,False,False,True,False,False,555.0
0.34,56.0,4.5,4.53,2.8,True,False,False,True,False,False,555.0
0.3,56.0,4.29,4.31,2.68,True,False,False,False,False,False,555.0
0.29,56.0,4.26,4.31,2.64,True,False,False,False,False,False,555.0
0.35,56.0,4.56,4.58,2.77,True,False,False,False,False,False,555.0
0.43,62.0,4.94,5.0,2.9,False,False,True,False,False,False,555.0
0.32,58.0,4.37,4.42,2.7,False,False,False,False,False,False,556.0
0.36,56.0,4.54,4.57,2.82,True,False,False,True,False,False,556.0
0.3,56.0,4.28,4.3,2.66,True,False,False,False,False,False,556.0
0.26,57.0,4.09,4.12,2.52,True,False,True,False,False,False,556.0
0.7,58.0,5.64,5.72,3.54,False,False,False,False,False,False,2812.0
0.7,61.0,5.66,5.71,3.46,False,False,False,False,False,False,2812.0
0.71,57.0,5.69,5.72,3.56,True,False,False,False,False,False,2812.0
0.99,61.0,6.72,6.67,3.53,False,False,False,False,False,False,2812.0
0.73,60.0,5.92,5.89,3.46,False,True,True,False,False,False,2812.0
0.51,57.0,5.15,5.11,3.18,True,False,False,False,False,True,2812.0
0.91,58.0,6.3,6.29,3.53,False,True,False,False,True,False,2813.0
0.84,55.0,6.0,5.95,3.79,False,False,True,False,False,False,2813.0
0.91,58.0,6.09,6.05,3.9,False,False,False,True,False,False,2813.0
0.76,59.0,5.86,5.81,3.63,False,True,True,False,False,False,2814.0
0.76,57.0,5.88,5.85,3.62,True,False,True,False,False,False,2814.0
0.75,59.0,5.86,5.83,3.57,False,True,True,False,False,False,2814.0
0.55,56.0,5.23,5.27,3.23,False,False,False,False,False,True,2815.0
0.76,62.0,5.93,6.01,3.49,False,False,False,False,True,False,2815.0
0.74,58.0,5.79,5.81,3.58,False,True,False,False,False,False,2815.0
0.7,56.0,5.75,5.81,3.49,True,False,False,False,False,False,2815.0
0.7,56.0,5.7,5.76,3.52,True,False,False,False,False,False,2815.0
0.7,55.0,5.73,5.79,3.54,True,False,False,False,False,False,2815.0
0.7,56.0,5.72,5.77,3.53,True,False,False,False,False,False,2815.0
0.9,56.0,6.08,6.04,3.94,False,False,False,False,False,False,2815.0
0.95,60.0,6.62,6.53,3.68,False,False,False,False,True,False,2815.0
0.89,59.0,6.26,6.23,3.76,False,True,False,False,True,False,2815.0
0.72,58.0,5.99,5.92,3.47,False,True,True,False,False,False,2815.0
0.96,63.0,6.73,6.65,3.55,False,False,True,False,True,False,2815.0
1.02,58.0,6.55,6.5,3.94,False,True,False,False,False,False,2815.0
0.78,56.0,5.91,5.95,3.64,False,False,False,True,False,False,2816.0
0.61,57.0,5.52,5.54,3.32,True,False,False,False,False,False,2816.0
0.71,55.0,5.61,5.69,3.58,False,False,False,False,False,False,2816.0
0.78,59.0,5.96,5.88,3.64,False,True,False,False,False,False,2816.0
0.87,56.0,6.16,6.13,3.85,True,False,False,False,True,False,2816.0
0.83,55.0,6.04,6.0,3.76,True,False,False,False,False,False,2816.0
0.71,56.0,5.78,5.73,3.53,False,True,True,False,False,False,2817.0
0.71,56.0,5.84,5.89,3.53,True,False,False,True,False,False,2817.0
0.71,57.0,5.66,5.64,3.54,True,False,True,False,False,False,2817.0
0.71,58.0,5.69,5.65,3.53,False,True,True,False,False,False,2817.0
0.63,57.0,5.48,5.52,3.38,True,False,False,False,False,False,2817.0
0.71,59.0,5.86,5.83,3.46,False,True,True,False,False,False,2817.0
0.71,59.0,5.75,5.7,3.54,False,True,True,False,False,False,2817.0
0.71,55.0,5.77,5.72,3.52,True,False,True,False,False,False,2817.0
0.71,58.0,5.77,5.73,3.53,False,True,True,False,False,False,2817.0
0.9,55.0,6.2,6.16,3.88,True,False,False,False,False,False,2817.0
0.71,64.0,5.6,5.54,3.5,False,False,True,False,False,False,2817.0
0.7,61.0,5.66,5.63,3.52,False,True,True,False,False,False,2818.0
0.7,60.0,5.78,5.73,3.41,False,True,True,False,False,False,2818.0
0.7,60.0,5.64,5.6,3.54,False,True,True,False,False,False,2818.0
1.0,60.0,6.43,6.39,3.93,False,True,False,False,False,False,2818.0
0.86,62.0,6.36,6.22,3.73,False,True,False,False,True,False,2818.0
0.8,57.0,6.07,6.0,3.68,True,False,False,False,False,False,2818.0
0.7,57.0,5.66,5.61,3.54,True,False,True,False,False,False,2818.0
0.7,57.0,5.91,5.83,3.5,False,True,True,False,False,False,2818.0
0.7,60.0,5.69,5.64,3.5,False,True,False,False,False,False,2818.0
0.7,57.0,5.68,5.64,3.55,False,True,True,False,False,False,2818.0
1.0,62.0,6.34,6.12,4.08,False,False,False,False,False,False,2818.0
0.72,58.0,5.64,5.68,3.61,False,False,False,False,False,False,2401.0
0.72,56.0,5.73,5.77,3.58,True,False,False,False,False,False,2819.0
0.7,63.0,5.76,5.79,3.45,False,False,False,False,False,False,2819.0
0.86,60.0,5.97,5.95,3.83,False,False,False,False,True,False,2819.0
0.71,58.0,5.66,5.69,3.57,True,False,False,False,False,False,2820.0
0.75,57.0,5.8,5.78,3.59,True,False,True,False,False,False,2821.0
0.73,59.0,5.77,5.73,3.54,False,True,True,False,False,False,2821.0
0.53,55.0,5.2,5.21,3.22,True,False,True,False,False,True,2821.0
0.73,58.0,5.83,5.76,3.55,False,True,True,False,False,False,2821.0
0.73,57.0,5.72,5.7,3.63,False,False,True,False,False,False,2821.0
0.73,61.0,5.92,5.85,3.51,True,False,True,False,False,False,2821.0
0.73,59.0,5.77,5.68,3.56,False,True,True,False,False,False,2821.0
0.73,55.0,5.84,5.82,3.6,False,True,False,False,False,False,2821.0
0.73,58.0,5.76,5.7,3.62,False,False,True,False,False,False,2401.0
0.7,60.0,5.74,5.71,3.48,False,True,True,False,False,False,2822.0
0.72,59.0,5.84,5.8,3.51,False,True,True,False,False,False,2822.0
0.72,60.0,5.8,5.76,3.52,False,True,True,False,False,False,2822.0
0.72,59.0,5.77,5.7,3.58,False,True,True,False,False,False,2822.0
0.7,60.0,5.73,5.7,3.44,False,True,True,False,False,False,2822.0
0.6,55.0,5.37,5.4,3.34,True,False,False,False,False,False,2822.0
0.74,57.0,5.85,5.89,3.57,True,False,False,True,False,True,2822.0
0.73,55.0,5.75,5.78,3.58,True,False,False,False,False,False,2822.0
0.71,60.0,5.71,5.67,3.57,False,True,False,False,False,False,2822.0
0.71,58.0,5.75,5.73,3.52,False,True,False,False,False,False,2822.0
0.7,60.0,5.82,5.75,3.48,False,True,False,False,False,False,2822.0
0.7,56.0,5.75,5.72,3.48,True,False,False,False,False,False,2822.0
0.9,61.0,6.04,6.03,3.86,False,False,False,False,False,False,2822.0
0.71,56.0,5.86,5.83,3.52,True,False,False,False,False,False,2822.0
0.7,59.0,5.73,5.68,3.51,False,True,True,False,False,False,2822.0
0.7,56.0,5.71,5.66,3.56,False,True,True,False,False,False,2822.0
0.7,58.0,5.82,5.77,3.46,True,False,False,False,False,False,2822.0
0.7,64.0,5.71,5.66,3.49,False,False,True,False,False,False,2822.0
0.7,57.0,5.62,5.59,3.51,True,False,False,False,False,False,2822.0
0.7,56.0,5.73,5.63,3.51,True,False,False,False,False,False,2822.0
0.7,62.0,5.72,5.68,3.46,False,True,True,False,False,False,2822.0
0.7,58.0,5.8,5.72,3.49,False,True,False,False,False,False,2822.0
0.7,54.0,5.75,5.71,3.52,True,False,False,False,False,False,2822.0
0.79,59.0,5.86,5.9,3.69,False,False,False,False,False,False,2823.0
0.9,57.0,6.06,6.13,3.89,False,False,False,True,False,False,2823.0
0.71,58.0,5.71,5.66,3.54,False,True,True,False,False,False,2823.0
0.61,54.0,5.51,5.59,3.4,True,False,True,False,False,False,2823.0
0.9,54.0,6.05,5.98,3.96,False,False,False,False,True,False,2823.0
0.71,56.0,5.77,5.73,3.47,True,False,True,False,False,False,2823.0
0.71,59.0,5.74,5.69,3.5,False,True,False,False,False,False,2824.0
0.77,57.0,5.84,5.86,3.63,True,False,False,True,False,False,2824.0
0.74,58.0,5.73,5.75,3.62,False,False,True,False,False,False,2824.0
0.82,54.0,6.02,5.97,3.74,True,False,False,False,True,False,2824.0
0.82,60.0,6.05,6.03,3.67,False,True,True,False,True,False,2824.0
0.71,59.0,5.73,5.66,3.54,False,True,False,False,False,False,2825.0
0.83,59.0,5.7,6.05,3.64,False,True,False,False,False,False,2825.0
0.73,57.0,5.75,5.8,3.58,False,False,False,False,False,False,2825.0
0.83,59.0,5.7,5.95,3.74,False,True,False,False,False,False,2825.0
1.17,61.0,6.9,6.83,4.13,False,True,False,False,False,False,2825.0
0.91,67.0,6.24,5.71,3.81,False,False,False,False,True,False,2825.0
0.73,60.0,5.75,5.68,3.58,False,True,False,False,False,False,2826.0
0.7,59.0,5.94,5.88,3.38,False,False,True,False,False,False,2826.0
0.9,59.0,6.11,6.07,3.79,False,True,False,True,True,False,2826.0
0.7,58.0,5.66,5.6,3.5,False,True,True,False,False,False,2826.0
0.7,56.0,5.6,5.58,3.54,False,False,False,False,False,False,2826.0
0.7,61.0,5.78,5.74,3.42,False,True,True,False,False,False,2826.0
0.9,56.0,6.17,6.07,3.88,False,False,False,True,True,False,2826.0
0.78,60.0,5.97,5.94,3.62,False,True,False,False,False,False,2826.0
0.96,55.0,6.41,6.37,3.88,True,False,False,False,False,False,2826.0
0.7,59.0,5.67,5.7,3.54,False,False,False,False,False,False,2401.0
0.72,54.0,5.68,5.7,3.64,False,False,False,False,False,False,2827.0
0.79,58.0,5.96,5.9,3.71,False,True,False,False,False,False,2827.0
0.7,57.0,5.69,5.74,3.52,True,False,False,False,False,True,2827.0
0.7,55.0,5.66,5.7,3.54,True,False,False,False,False,True,2827.0
0.7,57.0,5.74,5.77,3.49,True,False,False,False,True,False,2828.0
1.01,61.0,6.39,6.31,3.91,False,True,False,False,True,False,2828.0
0.72,58.0,5.75,5.7,3.56,False,True,False,False,False,False,2829.0
0.8,54.0,5.91,5.87,3.75,False,False,True,False,True,False,2829.0
0.59,56.0,5.36,5.38,3.33,True,False,True,False,False,True,2829.0
0.72,57.0,5.77,5.74,3.55,True,False,False,False,False,False,2829.0
0.7,57.0,5.88,5.82,3.62,False,True,True,False,True,False,2829.0
0.8,57.0,6.05,6.01,3.63,False,True,True,False,True,False,2829.0
0.71,59.0,5.65,5.7,3.56,False,False,True,False,False,False,2830.0
0.77,56.0,5.84,5.89,3.62,False,False,False,False,False,False,2830.0
0.97,56.0,6.41,5.71,3.9,True,False,False,False,False,False,2830.0
0.53,57.0,5.7,5.29,3.19,True,False,False,False,False,True,2830.0
0.53,57.0,5.16,5.19,3.2,True,False,False,False,False,True,2830.0
0.8,54.4,5.94,5.99,3.7,True,False,False,True,False,False,2830.0
0.9,62.0,6.21,6.13,3.74,False,True,False,False,False,False,2830.0
0.76,60.0,5.89,5.98,3.61,False,False,True,False,True,False,2831.0
0.72,57.0,5.7,5.76,3.57,True,False,True,False,False,False,2831.0
0.75,57.0,5.7,5.87,3.59,True,False,True,False,False,False,2831.0
0.72,58.0,5.73,5.76,3.53,False,True,True,False,False,False,2831.0
0.79,56.0,5.93,5.91,3.66,True,False,False,False,False,False,2831.0
0.72,58.0,5.71,5.75,3.58,False,False,False,False,False,False,2832.0
0.91,61.0,6.15,6.18,3.87,False,False,False,True,True,False,2832.0
0.71,57.0,5.75,5.65,3.54,False,True,False,False,False,False,2832.0
0.81,60.0,5.87,5.81,3.68,False,True,False,False,False,False,2832.0
0.82,57.0,5.91,5.97,3.71,True,False,False,False,False,False,2832.0
0.71,58.0,5.72,5.66,3.54,False,True,False,False,False,False,2832.0
0.9,63.0,6.05,6.01,3.88,False,False,False,False,False,False,2832.0
0.8,58.0,5.86,5.95,3.66,False,False,False,True,False,False,2833.0
0.56,59.0,5.28,5.34,3.24,False,False,True,False,False,False,2833.0
0.7,61.0,5.77,5.71,3.45,False,False,False,False,False,False,2833.0
0.7,57.0,5.74,5.76,3.51,True,False,False,False,False,False,2833.0
0.61,55.0,5.45,5.48,3.37,True,False,False,False,False,False,2833.0
0.85,57.0,6.02,6.07,3.78,True,False,False,False,True,False,2401.0
0.7,57.0,5.73,5.75,3.49,True,False,False,False,False,False,2833.0
0.8,56.0,5.94,5.87,3.67,True,False,False,False,False,False,2834.0
0.7,57.0,5.91,5.87,3.7,True,False,False,False,False,False,2834.0
0.51,58.0,5.16,5.19,3.1,False,False,False,False,False,False,2834.0
0.53,57.0,5.2,5.23,3.2,True,False,False,False,False,True,2834.0
0.78,55.0,5.92,5.95,3.67,True,False,False,True,False,False,2834.0
0.9,54.0,6.17,6.14,3.9,False,False,False,False,False,False,2834.0
0.9,59.0,6.07,6.0,3.94,False,False,False,False,True,False,2834.0
0.77,55.0,6.01,5.95,3.63,True,False,True,False,True,False,2834.0
0.73,56.0,5.89,5.81,3.58,True,False,False,False,False,False,2835.0
0.63,57.0,5.47,5.51,3.4,True,False,False,False,False,False,2835.0
0.7,54.0,5.7,5.75,3.52,True,False,True,False,False,False,2835.0
0.72,57.0,5.71,5.73,3.59,True,False,True,False,False,False,2835.0
0.72,57.0,5.78,5.8,3.53,True,False,True,False,False,False,2835.0
0.75,59.0,6.04,5.94,3.57,True,False,False,False,False,False,2835.0
0.82,56.0,6.04,6.06,3.67,False,False,False,False,False,False,2836.0
0.71,57.0,5.6,5.65,3.53,False,False,True,False,False,False,2836.0
0.7,59.0,5.69,5.66,3.55,False,True,True,False,False,False,2401.0
0.7,56.0,5.74,5.69,3.53,True,False,True,False,False,False,2837.0
0.71,57.0,5.86,5.82,3.49,True,False,False,False,False,False,2838.0
0.76,55.0,5.92,5.94,3.61,False,False,False,False,False,False,2838.0
0.82,58.0,5.83,5.79,3.77,False,False,False,False,False,False,2401.0
0.72,60.0,5.91,5.89,3.47,False,True,False,False,False,False,2838.0
0.7,58.0,5.72,5.64,3.54,False,True,False,False,False,False,2838.0
0.7,58.0,5.69,5.63,3.49,False,True,False,False,False,False,2401.0
0.7,55.0,5.73,5.64,3.56,False,True,False,False,False,False,2838.0
0.7,61.0,5.83,5.79,3.45,False,True,False,False,False,False,2838.0
0.7,57.0,5.53,5.49,3.5,False,False,True,False,False,False,2838.0
0.7,61.0,5.71,5.66,3.46,False,True,False,False,False,False,2838.0
0.7,58.0,5.85,5.75,3.45,False,True,False,False,False,False,2838.0
0.7,60.0,5.64,5.57,3.53,False,True,False,False,False,False,2838.0
0.74,57.0,5.85,5.89,3.52,False,False,True,False,False,False,2839.0
0.71,57.0,5.74,5.71,3.52,True,False,False,False,False,False,2839.0
0.7,54.0,5.75,5.72,3.53,True,False,False,False,False,False,2839.0
0.71,55.0,5.82,5.68,3.53,True,False,False,False,False,False,2839.0
0.71,61.0,5.84,5.81,3.44,False,True,False,False,False,False,2839.0
0.71,60.0,5.82,5.8,3.43,False,True,False,False,False,False,2839.0
0.71,58.0,5.75,5.72,3.47,False,True,False,False,False,False,2839.0
0.7,53.0,5.73,5.71,3.57,True,False,False,False,False,False,2839.0
0.73,54.0,5.8,5.82,3.59,True,False,False,False,False,False,2839.0
0.7,54.0,5.69,5.72,3.54,True,False,True,False,False,False,2839.0
0.7,57.0,5.71,5.74,3.51,True,False,False,False,False,False,2839.0
0.71,58.0,5.82,5.78,3.5,False,True,False,False,False,False,2839.0
0.71,58.0,5.87,5.82,3.46,False,True,False,False,False,False,2839.0
0.79,62.0,6.09,6.01,3.59,False,True,False,False,False,False,2839.0
0.71,59.0,5.7,5.62,3.55,False,True,False,False,False,False,2839.0
0.77,60.0,5.9,5.87,3.59,False,False,False,False,False,False,2840.0
0.75,56.0,5.85,5.92,3.52,False,False,False,False,True,False,2840.0
0.7,56.0,5.75,5.8,3.52,True,False,False,False,False,False,2840.0
0.71,56.0,5.88,5.82,3.47,False,True,False,False,False,False,2840.0
0.92,56.0,6.27,6.2,3.86,True,False,False,False,True,False,2840.0
0.83,59.0,6.08,6.04,3.72,False,True,False,False,True,False,2840.0
0.7,60.0,5.87,5.78,3.45,False,True,False,False,False,True,2840.0
0.73,59.0,5.9,5.87,3.55,False,True,False,False,False,False,2841.0
0.71,55.0,5.69,5.61,3.58,False,False,False,False,False,False,2841.0
0.73,57.0,5.66,5.71,3.63,False,False,False,False,False,False,2841.0
0.82,53.0,6.0,6.12,3.74,True,False,False,False,True,False,2841.0
0.82,56.0,5.96,6.02,3.73,True,False,False,False,True,False,2841.0
0.82,57.0,6.12,6.14,3.66,False,False,False,False,True,False,2841.0
0.52,56.0,5.19,5.21,3.18,True,False,False,False,False,True,2841.0
1.0,60.0,6.6,6.55,3.87,False,True,False,False,False,False,2841.0
0.95,56.0,6.16,6.03,4.06,False,False,False,False,False,False,2841.0
0.73,57.0,5.76,5.8,3.55,True,False,False,False,False,False,2841.0
0.73,59.0,5.87,5.77,3.5,False,True,False,False,False,False,2841.0
0.73,58.0,5.82,5.77,3.56,False,True,False,False,False,False,2841.0
0.8,54.0,5.92,5.96,3.72,True,False,False,True,False,False,2842.0
0.7,61.0,5.8,5.72,3.38,False,True,False,False,False,False,2842.0
0.7,62.0,5.71,5.75,3.45,False,False,True,False,False,False,2843.0
0.7,58.0,5.65,5.67,3.53,False,False,True,False,False,False,2843.0
0.71,58.0,5.76,5.82,3.44,False,False,True,False,False,False,2843.0
0.81,57.0,5.91,5.92,3.74,False,False,False,False,True,False,2843.0
0.71,58.0,5.73,5.79,3.54,False,False,False,False,False,False,2843.0
0.73,57.0,5.81,5.84,3.57,True,False,False,False,False,False,2843.0
0.73,59.0,5.73,5.79,3.56,False,False,False,False,False,False,2843.0
0.72,57.0,5.71,5.74,3.55,True,False,True,False,False,False,2843.0
0.81,57.0,5.91,5.95,3.68,True,False,False,False,True,False,2843.0
0.71,57.0,5.81,5.78,3.52,True,False,False,False,False,False,2843.0
0.73,61.0,5.92,5.96,3.43,False,False,True,False,False,False,2844.0
0.7,59.0,5.65,5.68,3.51,False,False,True,False,False,False,2844.0
1.01,57.0,6.45,6.46,3.97,True,False,False,True,False,False,2844.0
1.01,57.0,6.35,6.39,4.02,False,False,False,True,False,False,2844.0
0.79,57.0,5.91,5.93,3.7,True,False,False,False,False,False,2844.0
0.7,59.0,5.65,5.68,3.5,False,False,True,False,False,False,2845.0
0.7,60.0,5.83,5.85,3.44,False,False,True,False,False,False,2845.0
0.8,60.0,5.92,5.82,3.72,False,False,False,False,False,False,2845.0
1.27,61.0,7.12,7.05,4.2,False,True,False,False,True,False,2845.0
0.79,56.0,5.96,5.91,3.65,True,False,False,False,False,False,2846.0
0.72,59.0,5.79,5.84,3.5,False,False,False,False,False,False,2846.0
0.73,56.0,5.79,5.84,3.58,True,False,False,False,False,False,2846.0
1.01,59.0,6.3,6.26,4.11,False,False,False,False,True,False,2846.0
1.01,61.0,6.25,6.18,3.99,False,False,False,False,False,False,2846.0
0.73,59.0,5.92,5.95,3.51,True,False,True,False,False,False,2846.0
0.7,57.0,5.71,5.76,3.53,True,False,True,False,False,False,2846.0
0.7,61.0,5.76,5.84,3.43,False,False,False,False,False,False,2846.0
0.77,59.0,5.84,5.79,3.66,False,True,True,False,False,False,2846.0
0.77,60.0,5.91,5.81,3.59,False,True,False,False,False,False,2846.0
0.77,58.0,5.94,5.89,3.63,False,True,False,False,False,False,2846.0
0.84,57.0,6.1,6.12,3.74,False,False,False,False,False,False,2847.0
0.72,57.0,5.83,5.85,3.52,True,False,True,False,False,False,2847.0
0.76,59.0,5.93,5.88,3.61,False,True,False,False,False,False,2847.0
0.7,59.0,5.61,5.68,3.55,False,False,False,False,False,False,2848.0
0.7,55.0,5.25,5.29,3.24,True,False,False,False,False,False,2848.0
0.75,57.0,5.74,5.72,3.7,False,False,False,False,True,False,2848.0
0.79,54.0,5.86,5.84,3.75,False,False,True,False,False,False,2849.0
0.74,58.0,5.75,5.73,3.62,False,False,True,False,False,False,2849.0
0.7,57.0,5.74,5.77,3.51,False,False,True,False,False,False,2850.0
